yinz_id,timestamp,question,choice_text
1538b3b2-1f83-4026-a004-ea3eb78513de,6/11/2024 6:31,How did you get your tickets for the game?,Sun Front Office
1538b3b2-1f83-4026-a004-ea3eb78513de,6/11/2024 6:30,Rate your overall experience,1
1538b3b2-1f83-4026-a004-ea3eb78513de,6/11/2024 6:30,Are you a season ticket holder?,Yes
1c50a2dd-1923-431c-ba8b-06929cfde964,6/11/2024 5:51,Rate the in-game entertainment 1-5: Timeouts,3
1c50a2dd-1923-431c-ba8b-06929cfde964,6/11/2024 5:51,Rate the in-game entertainment 1-5: Timeouts,3
1c50a2dd-1923-431c-ba8b-06929cfde964,6/11/2024 5:51,Rate the in-game entertainment 1-5: Timeouts,4
1c50a2dd-1923-431c-ba8b-06929cfde964,6/11/2024 5:51,Rate the in-game entertainment 1-5: Timeouts,2
1c50a2dd-1923-431c-ba8b-06929cfde964,6/11/2024 5:51,Rate the in-game entertainment 1-5: Timeouts,4
30dd1f27-d1a3-4441-8755-e21cc8f0fcdb,6/11/2024 3:40,Rate your overall experience,5
30dd1f27-d1a3-4441-8755-e21cc8f0fcdb,6/11/2024 3:40,Rate your overall experience,1
c7cfc0b3-8753-4402-9869-603523745e63,6/11/2024 3:14,Rate the in-game entertainment 1-5: Host,2
7b6c210f-61f0-4ec1-8182-b029031321dd,6/11/2024 2:40,How did you hear about the game?,Social
7b6c210f-61f0-4ec1-8182-b029031321dd,6/11/2024 2:40,How did you hear about the game?,TV
7b6c210f-61f0-4ec1-8182-b029031321dd,6/11/2024 2:40,Rate the in-game entertainment 1-5: Host,5
7b6c210f-61f0-4ec1-8182-b029031321dd,6/11/2024 2:40,Rate the in-game entertainment 1-5: Host,4
7b6c210f-61f0-4ec1-8182-b029031321dd,6/11/2024 2:40,Rate the in-game entertainment 1-5: Timeouts,4
7b6c210f-61f0-4ec1-8182-b029031321dd,6/11/2024 2:40,Rate the in-game entertainment 1-5: Timeouts,3
7b6c210f-61f0-4ec1-8182-b029031321dd,6/11/2024 2:40,Rate the in-game entertainment 1-5: Giveaway,3
7b6c210f-61f0-4ec1-8182-b029031321dd,6/11/2024 2:39,Rate the in-game entertainment 1-5: Halftime,3
7b6c210f-61f0-4ec1-8182-b029031321dd,6/11/2024 2:39,Rate the in-game entertainment 1-5: Halftime,4
7b6c210f-61f0-4ec1-8182-b029031321dd,6/11/2024 2:39,Rate the in-game entertainment 1-5: Music/DJ,4
7b6c210f-61f0-4ec1-8182-b029031321dd,6/11/2024 2:39,How did you get your tickets for the game?,Other
7b6c210f-61f0-4ec1-8182-b029031321dd,6/11/2024 2:39,Are you a season ticket holder?,Yes
7b6c210f-61f0-4ec1-8182-b029031321dd,6/11/2024 2:39,Rate your overall experience,4
bb0ec8b4-93a3-4dbf-a147-a6f4d05f3bb3,6/11/2024 2:39,Rate the in-game entertainment 1-5: Giveaway,3
bb0ec8b4-93a3-4dbf-a147-a6f4d05f3bb3,6/11/2024 2:38,Rate the in-game entertainment 1-5: Halftime,5
bb0ec8b4-93a3-4dbf-a147-a6f4d05f3bb3,6/11/2024 2:38,Rate the in-game entertainment 1-5: Music/DJ,4
bb0ec8b4-93a3-4dbf-a147-a6f4d05f3bb3,6/11/2024 2:38,How did you get your tickets for the game?,Other
bb0ec8b4-93a3-4dbf-a147-a6f4d05f3bb3,6/11/2024 2:38,How did you get your tickets for the game?,Ticketmaster
bb0ec8b4-93a3-4dbf-a147-a6f4d05f3bb3,6/11/2024 2:38,Rate your overall experience,5
bb0ec8b4-93a3-4dbf-a147-a6f4d05f3bb3,6/11/2024 2:38,Rate your overall experience,4
0f5d2a0d-7ca5-4e81-972e-f1b1a75aa1ba,6/11/2024 2:25,Rate the in-game entertainment 1-5: Host,5
0f5d2a0d-7ca5-4e81-972e-f1b1a75aa1ba,6/11/2024 2:25,Rate the in-game entertainment 1-5: Timeouts,5
0f5d2a0d-7ca5-4e81-972e-f1b1a75aa1ba,6/11/2024 2:25,Rate the in-game entertainment 1-5: Halftime,5
0f5d2a0d-7ca5-4e81-972e-f1b1a75aa1ba,6/11/2024 2:25,Rate the in-game entertainment 1-5: Halftime,4
0f5d2a0d-7ca5-4e81-972e-f1b1a75aa1ba,6/11/2024 2:24,How did you hear about the game?,Social
0f5d2a0d-7ca5-4e81-972e-f1b1a75aa1ba,6/11/2024 2:24,How long did you wait in the security line?,31+ Minutes
cb8a0a7d-5ba4-4a93-a9d7-ac0f1af8697a,6/11/2024 2:17,How did you hear about the game?,Social
cb8a0a7d-5ba4-4a93-a9d7-ac0f1af8697a,6/11/2024 2:17,How did you hear about the game?,Radio
cb8a0a7d-5ba4-4a93-a9d7-ac0f1af8697a,6/11/2024 2:17,Rate the in-game entertainment 1-5: Giveaway,3
cb8a0a7d-5ba4-4a93-a9d7-ac0f1af8697a,6/11/2024 2:17,Rate the in-game entertainment 1-5: Host,3
cb8a0a7d-5ba4-4a93-a9d7-ac0f1af8697a,6/11/2024 2:17,Rate the in-game entertainment 1-5: Host,2
cb8a0a7d-5ba4-4a93-a9d7-ac0f1af8697a,6/11/2024 2:17,Rate your overall experience,1
cb8a0a7d-5ba4-4a93-a9d7-ac0f1af8697a,6/11/2024 2:16,Rate the in-game entertainment 1-5: Giveaway,2
cb8a0a7d-5ba4-4a93-a9d7-ac0f1af8697a,6/11/2024 2:16,Rate the in-game entertainment 1-5: Halftime,5
cb8a0a7d-5ba4-4a93-a9d7-ac0f1af8697a,6/11/2024 2:16,How did you get your tickets for the game?,Ticketmaster
4eeaa4ba-ae1f-4a81-b210-9a455c8d6ff3,6/11/2024 2:14,Rate the in-game entertainment 1-5: Host,3
4eeaa4ba-ae1f-4a81-b210-9a455c8d6ff3,6/11/2024 2:14,Rate the in-game entertainment 1-5: Halftime,4
4eeaa4ba-ae1f-4a81-b210-9a455c8d6ff3,6/11/2024 2:14,Rate the in-game entertainment 1-5: Music/DJ,3
4eeaa4ba-ae1f-4a81-b210-9a455c8d6ff3,6/11/2024 2:13,How long did you wait in the security line?,11-20 Minutes
4eeaa4ba-ae1f-4a81-b210-9a455c8d6ff3,6/11/2024 2:13,How long did you wait in the security line?,0-10 Minutes
4eeaa4ba-ae1f-4a81-b210-9a455c8d6ff3,6/11/2024 2:13,How long did you wait in the security line?,11-20 Minutes
7382afb2-bf01-44cf-9ffe-08f87e3dff59,6/11/2024 2:12,Rate the in-game entertainment 1-5: Host,5
7382afb2-bf01-44cf-9ffe-08f87e3dff59,6/11/2024 2:12,Rate the in-game entertainment 1-5: Timeouts,5
7382afb2-bf01-44cf-9ffe-08f87e3dff59,6/11/2024 2:12,Rate the in-game entertainment 1-5: Giveaway,5
7382afb2-bf01-44cf-9ffe-08f87e3dff59,6/11/2024 2:12,Rate the in-game entertainment 1-5: Halftime,5
7382afb2-bf01-44cf-9ffe-08f87e3dff59,6/11/2024 2:12,Rate the in-game entertainment 1-5: Music/DJ,5
7382afb2-bf01-44cf-9ffe-08f87e3dff59,6/11/2024 2:12,How long did you wait in the security line?,0-10 Minutes
7382afb2-bf01-44cf-9ffe-08f87e3dff59,6/11/2024 2:11,How did you hear about the game?,Social
7382afb2-bf01-44cf-9ffe-08f87e3dff59,6/11/2024 2:11,How did you get your tickets for the game?,Other
7382afb2-bf01-44cf-9ffe-08f87e3dff59,6/11/2024 2:11,Are you a season ticket holder?,No
7382afb2-bf01-44cf-9ffe-08f87e3dff59,6/11/2024 2:11,Rate your overall experience,5
f17ad145-0e6c-44c5-85bc-c547e81d1615,6/11/2024 2:10,How long did you wait in the security line?,0-10 Minutes
f17ad145-0e6c-44c5-85bc-c547e81d1615,6/11/2024 2:10,How long did you wait in the security line?,11-20 Minutes
f17ad145-0e6c-44c5-85bc-c547e81d1615,6/11/2024 2:10,How long did you wait in the security line?,0-10 Minutes
f17ad145-0e6c-44c5-85bc-c547e81d1615,6/11/2024 2:10,How long did you wait in the security line?,0-10 Minutes
f17ad145-0e6c-44c5-85bc-c547e81d1615,6/11/2024 2:10,How long did you wait in the security line?,0-10 Minutes
f17ad145-0e6c-44c5-85bc-c547e81d1615,6/11/2024 2:10,How did you hear about the game?,Radio
f17ad145-0e6c-44c5-85bc-c547e81d1615,6/11/2024 2:10,How did you hear about the game?,Radio
f17ad145-0e6c-44c5-85bc-c547e81d1615,6/11/2024 2:10,How did you hear about the game?,TV
f17ad145-0e6c-44c5-85bc-c547e81d1615,6/11/2024 2:10,How did you get your tickets for the game?,Other
f17ad145-0e6c-44c5-85bc-c547e81d1615,6/11/2024 2:10,Rate the in-game entertainment 1-5: Music/DJ,5
f17ad145-0e6c-44c5-85bc-c547e81d1615,6/11/2024 2:09,Rate the in-game entertainment 1-5: Music/DJ,4
f17ad145-0e6c-44c5-85bc-c547e81d1615,6/11/2024 2:09,Rate the in-game entertainment 1-5: Music/DJ,1
f17ad145-0e6c-44c5-85bc-c547e81d1615,6/11/2024 2:09,How long did you wait in the security line?,31+ Minutes
f17ad145-0e6c-44c5-85bc-c547e81d1615,6/11/2024 2:09,How did you hear about the game?,Social
f17ad145-0e6c-44c5-85bc-c547e81d1615,6/11/2024 2:09,Are you a season ticket holder?,Yes
50be2271-babc-4d53-a38d-d7abb11a25f1,6/11/2024 2:06,Rate the in-game entertainment 1-5: Halftime,5
710815ac-a1d2-4c41-b723-52ee315806d3,6/11/2024 2:02,Rate the in-game entertainment 1-5: Host,3
710815ac-a1d2-4c41-b723-52ee315806d3,6/11/2024 2:02,Rate the in-game entertainment 1-5: Timeouts,3
710815ac-a1d2-4c41-b723-52ee315806d3,6/11/2024 2:02,Rate the in-game entertainment 1-5: Giveaway,3
710815ac-a1d2-4c41-b723-52ee315806d3,6/11/2024 2:02,Rate the in-game entertainment 1-5: Halftime,4
710815ac-a1d2-4c41-b723-52ee315806d3,6/11/2024 2:02,Rate the in-game entertainment 1-5: Halftime,3
710815ac-a1d2-4c41-b723-52ee315806d3,6/11/2024 2:01,Rate the in-game entertainment 1-5: Music/DJ,3
710815ac-a1d2-4c41-b723-52ee315806d3,6/11/2024 2:01,How long did you wait in the security line?,0-10 Minutes
710815ac-a1d2-4c41-b723-52ee315806d3,6/11/2024 2:01,How did you get your tickets for the game?,Sun Front Office
710815ac-a1d2-4c41-b723-52ee315806d3,6/11/2024 2:01,Are you a season ticket holder?,Yes
710815ac-a1d2-4c41-b723-52ee315806d3,6/11/2024 2:01,Rate your overall experience,5
9c13f977-a30e-4aa3-9f71-3e07c3fa5b34,6/11/2024 2:01,How did you hear about the game?,Social
9c13f977-a30e-4aa3-9f71-3e07c3fa5b34,6/11/2024 2:01,Rate the in-game entertainment 1-5: Halftime,5
35f53ea7-46bc-4e60-869c-9670d3927ddb,6/11/2024 2:00,Rate the in-game entertainment 1-5: Music/DJ,4
35f53ea7-46bc-4e60-869c-9670d3927ddb,6/11/2024 2:00,Rate the in-game entertainment 1-5: Halftime,5
35f53ea7-46bc-4e60-869c-9670d3927ddb,6/11/2024 2:00,Rate the in-game entertainment 1-5: Music/DJ,5
03efcaac-577c-48ad-bdda-a223dadd0bb3,6/11/2024 2:00,How did you hear about the game?,TV
03efcaac-577c-48ad-bdda-a223dadd0bb3,6/11/2024 1:59,How did you hear about the game?,Social
0bef48fb-a0d4-4c85-9fd0-225e92940d57,6/11/2024 1:59,How did you hear about the game?,Social
03efcaac-577c-48ad-bdda-a223dadd0bb3,6/11/2024 1:59,Rate the in-game entertainment 1-5: Host,3
0bef48fb-a0d4-4c85-9fd0-225e92940d57,6/11/2024 1:59,Rate the in-game entertainment 1-5: Host,5
03efcaac-577c-48ad-bdda-a223dadd0bb3,6/11/2024 1:59,Rate the in-game entertainment 1-5: Timeouts,3
0bef48fb-a0d4-4c85-9fd0-225e92940d57,6/11/2024 1:59,Rate the in-game entertainment 1-5: Host,4
0bef48fb-a0d4-4c85-9fd0-225e92940d57,6/11/2024 1:59,Rate the in-game entertainment 1-5: Timeouts,5
03efcaac-577c-48ad-bdda-a223dadd0bb3,6/11/2024 1:59,Rate the in-game entertainment 1-5: Giveaway,3
0bef48fb-a0d4-4c85-9fd0-225e92940d57,6/11/2024 1:59,Rate the in-game entertainment 1-5: Giveaway,5
0bef48fb-a0d4-4c85-9fd0-225e92940d57,6/11/2024 1:59,Rate the in-game entertainment 1-5: Halftime,5
0bef48fb-a0d4-4c85-9fd0-225e92940d57,6/11/2024 1:59,Rate the in-game entertainment 1-5: Music/DJ,5
03efcaac-577c-48ad-bdda-a223dadd0bb3,6/11/2024 1:59,Rate the in-game entertainment 1-5: Halftime,3
0bef48fb-a0d4-4c85-9fd0-225e92940d57,6/11/2024 1:59,How long did you wait in the security line?,0-10 Minutes
0bef48fb-a0d4-4c85-9fd0-225e92940d57,6/11/2024 1:59,How did you get your tickets for the game?,Group Tickets
03efcaac-577c-48ad-bdda-a223dadd0bb3,6/11/2024 1:59,How did you hear about the game?,TV
0bef48fb-a0d4-4c85-9fd0-225e92940d57,6/11/2024 1:59,Are you a season ticket holder?,No
0bef48fb-a0d4-4c85-9fd0-225e92940d57,6/11/2024 1:59,Rate your overall experience,5
03efcaac-577c-48ad-bdda-a223dadd0bb3,6/11/2024 1:57,Rate the in-game entertainment 1-5: Music/DJ,4
03efcaac-577c-48ad-bdda-a223dadd0bb3,6/11/2024 1:56,How long did you wait in the security line?,11-20 Minutes
03efcaac-577c-48ad-bdda-a223dadd0bb3,6/11/2024 1:56,How did you get your tickets for the game?,Group Tickets
03efcaac-577c-48ad-bdda-a223dadd0bb3,6/11/2024 1:56,Are you a season ticket holder?,No
03efcaac-577c-48ad-bdda-a223dadd0bb3,6/11/2024 1:56,Rate your overall experience,5
0a291ca8-463c-4962-9a0f-7eb9b7a86b3c,6/11/2024 1:50,How long did you wait in the security line?,0-10 Minutes
0a291ca8-463c-4962-9a0f-7eb9b7a86b3c,6/11/2024 1:50,How long did you wait in the security line?,11-20 Minutes
0a291ca8-463c-4962-9a0f-7eb9b7a86b3c,6/11/2024 1:50,How long did you wait in the security line?,0-10 Minutes
0a291ca8-463c-4962-9a0f-7eb9b7a86b3c,6/11/2024 1:50,How long did you wait in the security line?,0-10 Minutes
0a291ca8-463c-4962-9a0f-7eb9b7a86b3c,6/11/2024 1:50,How long did you wait in the security line?,0-10 Minutes
0a291ca8-463c-4962-9a0f-7eb9b7a86b3c,6/11/2024 1:50,How long did you wait in the security line?,31+ Minutes
0a291ca8-463c-4962-9a0f-7eb9b7a86b3c,6/11/2024 1:50,How long did you wait in the security line?,0-10 Minutes
9c758085-5c29-4b96-981d-83b077c99dc5,6/11/2024 1:49,How long did you wait in the security line?,11-20 Minutes
c57b5303-a3d3-4783-ad90-a6dbc36012d9,6/11/2024 1:48,Rate the in-game entertainment 1-5: Host,3
c57b5303-a3d3-4783-ad90-a6dbc36012d9,6/11/2024 1:48,Rate the in-game entertainment 1-5: Timeouts,3
c57b5303-a3d3-4783-ad90-a6dbc36012d9,6/11/2024 1:48,Rate the in-game entertainment 1-5: Giveaway,3
c57b5303-a3d3-4783-ad90-a6dbc36012d9,6/11/2024 1:48,Rate the in-game entertainment 1-5: Giveaway,4
c57b5303-a3d3-4783-ad90-a6dbc36012d9,6/11/2024 1:48,Rate the in-game entertainment 1-5: Halftime,3
c57b5303-a3d3-4783-ad90-a6dbc36012d9,6/11/2024 1:48,Rate the in-game entertainment 1-5: Music/DJ,3
c57b5303-a3d3-4783-ad90-a6dbc36012d9,6/11/2024 1:48,How long did you wait in the security line?,11-20 Minutes
c57b5303-a3d3-4783-ad90-a6dbc36012d9,6/11/2024 1:48,How long did you wait in the security line?,0-10 Minutes
c57b5303-a3d3-4783-ad90-a6dbc36012d9,6/11/2024 1:48,How did you hear about the game?,TV
c57b5303-a3d3-4783-ad90-a6dbc36012d9,6/11/2024 1:48,How did you get your tickets for the game?,Ticketmaster
c57b5303-a3d3-4783-ad90-a6dbc36012d9,6/11/2024 1:47,Are you a season ticket holder?,No
6523e112-a02a-4d8c-b32b-a933dbd4a769,6/11/2024 1:46,How long did you wait in the security line?,0-10 Minutes
6523e112-a02a-4d8c-b32b-a933dbd4a769,6/11/2024 1:45,How did you get your tickets for the game?,Other
6523e112-a02a-4d8c-b32b-a933dbd4a769,6/11/2024 1:45,Rate your overall experience,5
6523e112-a02a-4d8c-b32b-a933dbd4a769,6/11/2024 1:45,Are you a season ticket holder?,No
746f71d6-3ac5-48fc-9021-08dc0f143e52,6/11/2024 1:45,Rate the in-game entertainment 1-5: Host,5
746f71d6-3ac5-48fc-9021-08dc0f143e52,6/11/2024 1:45,Rate the in-game entertainment 1-5: Timeouts,5
746f71d6-3ac5-48fc-9021-08dc0f143e52,6/11/2024 1:45,Rate the in-game entertainment 1-5: Giveaway,5
746f71d6-3ac5-48fc-9021-08dc0f143e52,6/11/2024 1:45,Rate the in-game entertainment 1-5: Halftime,5
746f71d6-3ac5-48fc-9021-08dc0f143e52,6/11/2024 1:45,Rate the in-game entertainment 1-5: Music/DJ,5
ca86a469-43a4-4640-bd3a-e4bc8ba37b9c,6/11/2024 1:45,How did you get your tickets for the game?,Ticketmaster
746f71d6-3ac5-48fc-9021-08dc0f143e52,6/11/2024 1:45,How did you hear about the game?,Social
746f71d6-3ac5-48fc-9021-08dc0f143e52,6/11/2024 1:44,How did you get your tickets for the game?,Ticketmaster
ca86a469-43a4-4640-bd3a-e4bc8ba37b9c,6/11/2024 1:44,Are you a season ticket holder?,Yes
746f71d6-3ac5-48fc-9021-08dc0f143e52,6/11/2024 1:44,Are you a season ticket holder?,Yes
746f71d6-3ac5-48fc-9021-08dc0f143e52,6/11/2024 1:44,Rate your overall experience,5
ca86a469-43a4-4640-bd3a-e4bc8ba37b9c,6/11/2024 1:44,Are you a season ticket holder?,No
ca86a469-43a4-4640-bd3a-e4bc8ba37b9c,6/11/2024 1:44,Rate your overall experience,5
1f4b8f2f-f78f-4f32-8a51-1264ed39dc50,6/11/2024 1:43,Rate the in-game entertainment 1-5: Music/DJ,5
1f4b8f2f-f78f-4f32-8a51-1264ed39dc50,6/11/2024 1:43,Rate the in-game entertainment 1-5: Giveaway,5
1f4b8f2f-f78f-4f32-8a51-1264ed39dc50,6/11/2024 1:43,Rate the in-game entertainment 1-5: Timeouts,5
1f4b8f2f-f78f-4f32-8a51-1264ed39dc50,6/11/2024 1:43,Rate the in-game entertainment 1-5: Giveaway,4
2b665fc9-a88e-4e18-bddf-0528c284c281,6/11/2024 1:43,How long did you wait in the security line?,21-30 Minutes
3fe9af9e-116d-4ad0-8de0-4c23757b77a6,6/11/2024 1:42,Rate the in-game entertainment 1-5: Host,4
3fe9af9e-116d-4ad0-8de0-4c23757b77a6,6/11/2024 1:42,Rate the in-game entertainment 1-5: Timeouts,3
